"","종목코드","종목명","종가","대비","등락률","시장구분","업종명","시가총액","EPS","PER","BPS","PBR","주당배당금","배당수익률"
"1692","250930","예선테크",2500,-15,-0.6,"KOSDAQ","화학",82501100000,NA,NA,1089,2.3,0,0
"1693","019570","리더스 기술투자",850,-18,-2.07,"KOSDAQ","금융",82432816400,NA,NA,293,2.9,0,0
"1694","045060","오공",4865,75,1.57,"KOSDAQ","화학",82422703510,444,10.96,4699,1.04,50,1.03
"1695","027580","상보",1760,10,0.57,"KOSDAQ","화학",82400167520,NA,NA,631,2.79,0,0
"1696","014440","영보화학",4120,5,0.12,"KOSPI","화학",8.24e+10,263,15.67,7274,0.57,100,2.43
"1697","013360","일성건설",1525,125,8.93,"KOSPI","건설업",82387942000,30,50.83,1688,0.9,15,0.98
"1698","031860","엔에스엔",1520,-15,-0.98,"KOSDAQ","유통",82055559920,NA,NA,952,1.6,0,0
"1699","051630","진양화학",6830,460,7.22,"KOSPI","화학",8.196e+10,NA,NA,2221,3.08,0,0
"1700","079970","투비소프트",2190,40,1.86,"KOSDAQ","소프트웨어",81278621940,NA,NA,1778,1.23,0,0
"1701","149980","하이로닉",5750,-20,-0.35,"KOSDAQ","의료·정밀기기",81074971250,231,24.89,2888,1.99,56,0.97
"1702","102210","에이치디",1100,0,0,"KOSDAQ","운송장비·부품",81066045500,NA,NA,1517,0.73,0,0
"1703","001810","무림SP",3660,-45,-1.21,"KOSDAQ","종이·목재",81023250000,61,60,9203,0.4,35,0.96
"1704","002920","유성기업",3120,-5,-0.16,"KOSPI","운수장비",80956200000,678,4.6,10636,0.29,200,6.41
"1705","021820","세원정공",8090,0,0,"KOSPI","운수장비",8.09e+10,760,10.64,41536,0.19,25,0.31
"1706","090740","아이엠이연이",4225,-245,-5.48,"KOSDAQ","IT부품",80807696450,509,8.3,4372,0.97,50,1.18
"1707","004450","삼화왕관",37500,-300,-0.79,"KOSPI","기계",80789212500,4547,8.25,67349,0.56,1350,3.6
"1708","008800","행남사",1770,0,0,"KOSDAQ","음식료·담배",80762168880,NA,NA,671,2.64,0,0
"1709","103840","우양",6280,210,3.46,"KOSDAQ","음식료·담배",80748240000,326,19.26,2347,2.68,0,0
"1710","252500","세화피앤씨",3885,-15,-0.38,"KOSDAQ","화학",80587312575,30,129.5,1256,3.09,10,0.26
"1711","105550","트루윈",5050,150,3.06,"KOSDAQ","일반전기전자",80536672800,NA,NA,2075,2.43,0,0
"1712","051380","피씨디렉트",10500,50,0.48,"KOSDAQ","유통",80519628000,494,21.26,4705,2.23,100,0.95
"1713","217620","디딤",2175,150,7.41,"KOSDAQ","숙박·음식",80479143375,39,55.77,887,2.45,0,0
"1714","016250","SGC이테크건설",50700,-300,-0.59,"KOSDAQ","건설",80176118100,6410,7.91,91954,0.55,1500,2.96
"1715","177830","파버나인",5780,0,0,"KOSDAQ","일반전기전자",79856462660,NA,NA,4104,1.41,0,0
"1716","169330","엠브레인",8890,-20,-0.22,"KOSDAQ","기타서비스",79729600510,511,17.4,2521,3.53,220,2.47
"1717","318010","팜스빌",10050,50,0.5,"KOSDAQ","음식료·담배",79689846900,1093,9.19,6987,1.44,200,1.99
"1718","115440","우리넷",8720,-20,-0.23,"KOSDAQ","통신장비",79674151680,283,30.81,7874,1.11,50,0.57
"1719","219420","링크제니시스",7960,20,0.25,"KOSDAQ","소프트웨어",7.96e+10,59,134.92,3029,2.63,0,0
"1720","307280","원바이오젠",2290,-10,-0.43,"KOSDAQ","제약",79549026140,NA,NA,NA,NA,0,0
"1721","126870","뉴로스",2230,0,0,"KOSDAQ","기계·장비",79475797330,NA,NA,2748,0.81,0,0
"1722","214680","디알텍",1530,10,0.66,"KOSDAQ","의료·정밀기기",79226984790,20,76.5,763,2.01,0,0
"1723","065620","제낙스",15950,0,0,"KOSDAQ","금속",78982709300,NA,NA,330,48.33,0,0
"1724","126640","화신정공",2165,75,3.59,"KOSDAQ","운송장비·부품",78749465355,99,21.87,2217,0.98,30,1.39
"1725","272110","케이엔제이",12400,-300,-2.36,"KOSDAQ","기계·장비",78683356800,863,14.37,4267,2.91,0,0
"1726","033230","인성정보",2115,30,1.44,"KOSDAQ","컴퓨터서비스",78661644705,NA,NA,1538,1.38,0,0
"1727","039020","이건홀딩스",3480,5,0.14,"KOSDAQ","종이·목재",78594787320,186,18.71,6634,0.52,70,2.01
"1728","006660","삼성공조",9640,240,2.55,"KOSPI","운수장비",78337666960,593,16.26,26712,0.36,60,0.62
"1729","297570","알로이스",4520,-140,-3,"KOSDAQ","통신장비",78328951280,NA,NA,953,4.74,0,0
"1730","024880","케이피에프",4420,120,2.79,"KOSDAQ","금속",78314665000,480,9.21,9274,0.48,160,3.62
"1731","038010","제일테크노스",8700,230,2.72,"KOSDAQ","금속",7.83e+10,492,17.68,8454,1.03,90,1.03
"1732","005670","푸드웰",7820,40,0.51,"KOSDAQ","음식료·담배",7.82e+10,3153,2.48,7681,1.02,100,1.28
"1733","054630","에이디칩스",1475,0,0,"KOSDAQ","기타제조",78188954975,NA,NA,683,2.16,0,0
"1734","140670","알에스오토메이션",8580,-60,-0.69,"KOSDAQ","IT부품",78104941200,16,536.25,4310,1.99,0,0
"1735","001560","제일연마",7800,230,3.04,"KOSPI","비금속광물",7.8e+10,853,9.14,8396,0.93,220,2.82
"1736","246960","이노테라피",15450,250,1.64,"KOSDAQ","제약",77932642800,NA,NA,2990,5.17,0,0
"1737","127120","디엔에이링크",4750,80,1.71,"KOSDAQ","기타서비스",77870037000,NA,NA,815,5.83,0,0
"1738","114630","우노앤컴퍼니",5720,-150,-2.56,"KOSDAQ","화학",77643079800,NA,NA,4911,1.16,100,1.75
"1739","096350","대창솔루션",474,39,8.97,"KOSDAQ","금속",77622718266,NA,NA,412,1.15,0,0
"1740","008420","문배철강",3780,60,1.61,"KOSPI","철강금속",77503248900,121,31.24,5430,0.7,50,1.32
"1741","204630","스튜디오산타클로스",2630,-180,-6.41,"KOSDAQ","오락·문화",77463638650,NA,NA,1371,1.92,0,0
"1742","290120","대유에이피",7110,30,0.42,"KOSDAQ","운송장비·부품",77390736030,733,9.7,4288,1.66,200,2.81
"1743","069410","엔텔스",7550,-390,-4.91,"KOSDAQ","소프트웨어",77348421200,203,37.19,4116,1.83,0,0
"1744","247660","나노씨엠에스",18350,150,0.82,"KOSDAQ","일반전기전자",77233682000,NA,NA,750,24.47,0,0
"1745","017480","삼현철강",4915,-15,-0.3,"KOSDAQ","금속",77179704350,424,11.59,9497,0.52,150,3.05
"1746","267790","배럴",9770,-20,-0.2,"KOSDAQ","섬유·의류",77041335000,883,11.06,5855,1.67,0,0
"1747","038110","에코플라스틱",3000,45,1.52,"KOSDAQ","운송장비·부품",77008110000,NA,NA,4274,0.7,30,1
"1748","133820","화인베스틸",2605,80,3.17,"KOSPI","철강금속",76977750000,NA,NA,3118,0.84,0,0
"1749","195500","마니커에프앤지",7140,150,2.15,"KOSDAQ","음식료·담배",76883520000,337,21.19,3535,2.02,0,0
"1750","014990","인디에프",1300,5,0.39,"KOSPI","섬유의복",76612893500,NA,NA,1063,1.22,0,0
"1751","069730","DSR제강",5320,60,1.14,"KOSPI","철강금속",7.6608e+10,469,11.34,9851,0.54,40,0.75
"1752","078940","코드네이처",2390,-65,-2.65,"KOSDAQ","건설",76502812550,NA,NA,695,3.44,0,0
"1753","058730","다스코",4965,0,0,"KOSPI","기계",7.6461e+10,125,39.72,8008,0.62,0,0
"1754","187220","디티앤씨",6800,-20,-0.29,"KOSDAQ","기타서비스",76444362400,NA,NA,7738,0.88,0,0
"1755","005860","한일사료",1940,0,0,"KOSDAQ","음식료·담배",76443148900,NA,NA,1568,1.24,25,1.29
"1756","356890","싸이버원",16450,-850,-4.91,"KOSDAQ","소프트웨어",76341653500,588,27.98,2703,6.09,0,0
"1757","018680","서울제약",8940,-140,-1.54,"KOSDAQ","제약",76209235620,28,319.29,5958,1.5,15,0.17
"1758","090370","메타랩스",1195,0,0,"KOSPI","섬유의복",76109474715,NA,NA,1022,1.17,0,0
"1759","043090","큐브앤컴퍼니",2330,175,8.12,"KOSDAQ","유통",75935429290,NA,NA,731,3.19,0,0
"1760","092780","동양피스톤",5760,-10,-0.17,"KOSPI","운수장비",75850329600,753,7.65,8059,0.71,120,2.08
"1761","105330","케이엔더블유",7370,-70,-0.94,"KOSDAQ","일반전기전자",75626127390,NA,NA,4847,1.52,0,0
"1762","100660","서암기계공업",6000,30,0.5,"KOSDAQ","기계·장비",7.56e+10,173,34.68,4891,1.23,50,0.83
"1763","018620","우진비앤지",2615,-15,-0.57,"KOSDAQ","제약",75545501195,NA,NA,1050,2.49,0,0
"1764","108860","셀바스AI",3425,245,7.7,"KOSDAQ","소프트웨어",75541611625,NA,NA,1380,2.48,0,0
"1765","020180","대신정보통신",1965,90,4.8,"KOSDAQ","컴퓨터서비스",75512817975,39,50.38,678,2.9,10,0.51
"1766","042110","에스씨디",1560,5,0.32,"KOSDAQ","일반전기전자",75394119840,NA,NA,2083,0.75,15,0.96
"1767","215380","우정바이오",6230,20,0.32,"KOSDAQ","기타서비스",75338928980,28,222.5,2555,2.44,0,0
"1768","101930","인화정공",8070,930,13.03,"KOSDAQ","운송장비·부품",75306859350,NA,NA,14229,0.57,0,0
"1769","019990","에너토크",7700,-350,-4.35,"KOSDAQ","기계·장비",75121877600,51,150.98,4106,1.88,50,0.65
"1770","258790","소프트캠프",3000,10,0.33,"KOSDAQ","출판·매체복제",74973852000,26,115.38,401,7.48,0,0
"1771","078350","한양디지텍",5460,90,1.68,"KOSDAQ","반도체",74865636300,NA,NA,2890,1.89,0,0
"1772","003310","대주산업",2115,15,0.71,"KOSDAQ","음식료·담배",74854820250,51,41.47,1472,1.44,30,1.42
"1773","014130","한익스프레스",6220,260,4.36,"KOSPI","운수창고업",7.464e+10,479,12.99,5960,1.04,70,1.13
"1774","212560","네오오토",9460,-540,-5.4,"KOSDAQ","운송장비·부품",74497149980,317,29.84,10077,0.94,50,0.53
"1775","277070","린드먼아시아",5510,-50,-0.9,"KOSDAQ","금융",7.4385e+10,313,17.6,3356,1.64,89,1.62
"1776","005010","휴스틸",9750,-130,-1.32,"KOSPI","철강금속",74311263000,NA,NA,52030,0.19,300,3.08
"1777","006200","한국전자홀딩스",1585,95,6.38,"KOSPI","기타금융",74182970560,NA,NA,2289,0.69,0,0
"1778","171010","램테크놀러지",6390,-30,-0.47,"KOSDAQ","반도체",74168525520,276,23.15,2683,2.38,0,0
"1779","083660","CSA 코스믹",2000,-190,-8.68,"KOSDAQ","화학",74144090000,NA,NA,836,2.39,0,0
"1780","019590","엠벤처투자",1150,-20,-1.71,"KOSDAQ","금융",74094638000,133,8.65,627,1.83,0,0
"1781","064520","바른전자",1005,0,0,"KOSDAQ","반도체",74054909385,NA,NA,639,1.57,0,0
"1782","009770","삼정펄프",29600,250,0.85,"KOSPI","종이목재",73999141600,1868,15.85,73851,0.4,0,0
"1783","066410","버킷스튜디오",1795,0,0,"KOSDAQ","디지털컨텐츠",73973267530,NA,NA,1334,1.35,0,0
"1784","317240","TS트릴리온",1460,15,1.04,"KOSDAQ","화학",73663586060,NA,NA,NA,NA,0,0
"1785","021650","한국큐빅",4485,85,1.93,"KOSDAQ","화학",73332275055,206,21.77,3499,1.28,25,0.56
"1786","023350","한국종합기술",6690,0,0,"KOSPI","서비스업",73255500000,NA,NA,8724,0.77,100,1.49
"1787","014100","메디앙스",6200,0,0,"KOSDAQ","화학",7.316e+10,3302,1.88,6925,0.9,0,0
"1788","096640","멜파스",2155,155,7.75,"KOSDAQ","IT부품",72953708495,NA,NA,1327,1.62,0,0
"1789","007370","진양제약",6060,-60,-0.98,"KOSDAQ","제약",7.272e+10,147,41.22,3639,1.67,100,1.65
"1790","263020","디케이앤디",9330,-50,-0.53,"KOSDAQ","화학",72430674660,365,25.56,6629,1.41,0,0
"1791","000850","화천기공",32850,50,0.15,"KOSPI","기계",7.227e+10,3388,9.7,134845,0.24,1250,3.81
"1792","052860","아이앤씨",4070,-20,-0.49,"KOSDAQ","반도체",72014799780,339,12.01,3126,1.3,100,2.46
"1793","225430","케이엠제약",2580,-10,-0.39,"KOSDAQ","화학",71948589000,NA,NA,1077,2.4,0,0
"1794","258830","세종메디칼",10600,100,0.95,"KOSDAQ","의료·정밀기기",71844054600,520,20.38,6822,1.55,100,0.94
"1795","080010","이상네트웍스",7950,-50,-0.63,"KOSDAQ","인터넷",71669250000,1061,7.49,10650,0.75,100,1.26
"1796","219130","타이거일렉",11350,-350,-2.99,"KOSDAQ","반도체",71667191500,255,44.51,6915,1.64,0,0
"1797","024840","KBI메탈",2170,-55,-2.47,"KOSDAQ","금속",71503340160,196,11.07,2735,0.79,0,0
"1798","339950","아이비김영",1680,0,0,"KOSDAQ","기타서비스",71377580400,NA,NA,NA,NA,0,0
"1799","196300","애니젠",14200,-500,-3.4,"KOSDAQ","제약",71300543000,NA,NA,2989,4.75,0,0
"1800","078650","코렌",1030,49,4.99,"KOSDAQ","의료·정밀기기",71044634190,NA,NA,1030,1,0,0
"1801","039610","화성밸브",6820,-170,-2.43,"KOSDAQ","기계·장비",70998928000,284,24.01,6985,0.98,0,0
"1802","013000","세우글로벌",2470,0,0,"KOSPI","유통업",70901426570,3,823.33,1387,1.78,0,0
"1803","067920","이글루시큐리티",6430,-210,-3.16,"KOSDAQ","소프트웨어",70705045170,211,30.47,4392,1.46,140,2.18
"1804","054540","삼영엠텍",5430,70,1.31,"KOSDAQ","금속",7.059e+10,273,19.89,5964,0.91,100,1.84
"1805","255220","SG",1900,20,1.06,"KOSDAQ","비금속",70552711400,287,6.62,1924,0.99,0,0
"1806","050120","라이브플렉스",5190,110,2.17,"KOSDAQ","유통",70397606340,NA,NA,6670,0.78,0,0
"1807","131100","스카이이앤엠",1695,-5,-0.29,"KOSDAQ","유통",69971642475,NA,NA,516,3.28,0,0
"1808","174880","장원테크",970,-3,-0.31,"KOSDAQ","통신장비",69841266820,NA,NA,2073,0.47,0,0
"1809","177350","베셀",6240,-30,-0.48,"KOSDAQ","반도체",69840376320,NA,NA,1742,3.58,0,0
"1810","150840","인트로메딕",2225,-105,-4.51,"KOSDAQ","의료·정밀기기",69796972850,NA,NA,598,3.72,0,0
"1811","049630","재영솔루텍",949,-5,-0.52,"KOSDAQ","IT부품",69781831938,82,11.57,744,1.28,0,0
"1812","139050","시티랩스",990,-9,-0.9,"KOSDAQ","컴퓨터서비스",69692855760,NA,NA,417,2.37,0,0
"1813","000590","CS홀딩스",60300,1100,1.86,"KOSPI","기타금융",69615264600,8435,7.15,195584,0.31,500,0.83
"1814","307180","아이엘사이언스",3280,-30,-0.91,"KOSDAQ","일반전기전자",69608235440,NA,NA,621,5.28,0,0
"1815","059120","아진엑스텍",7140,-190,-2.59,"KOSDAQ","반도체",69604975440,253,28.22,4198,1.7,100,1.4
"1816","300080","플리토",13350,400,3.09,"KOSDAQ","디지털컨텐츠",69550976850,NA,NA,4642,2.88,0,0
"1817","130500","GH신소재",6320,-80,-1.25,"KOSDAQ","섬유·의류",6.952e+10,204,30.98,3899,1.62,0,0
"1818","031310","아이즈비전",4400,0,0,"KOSDAQ","통신장비",69399325600,NA,NA,5581,0.79,0,0
"1819","317870","엔바이오니아",9140,-10,-0.11,"KOSDAQ","기타제조",69313692700,159,57.48,2897,3.15,0,0
"1820","097870","효성오앤비",8160,40,0.49,"KOSDAQ","화학",69278400000,203,40.2,7102,1.15,100,1.23
"1821","084670","동양고속",23900,0,0,"KOSPI","운수창고업",69204099100,12104,1.97,45514,0.53,4700,19.67
"1822","066910","손오공",2570,-40,-1.53,"KOSDAQ","유통",69123133770,NA,NA,909,2.83,0,0
"1823","007120","미래아이앤지",532,-6,-1.12,"KOSPI","서비스업",68885566736,109,4.88,537,0.99,0,0
"1824","264850","이랜시스",2395,15,0.63,"KOSDAQ","일반전기전자",68860589740,48,49.9,895,2.68,40,1.67
"1825","024850","피에스엠씨",1720,100,6.17,"KOSDAQ","반도체",68828419560,2,860,510,3.37,0,0
"1826","000950","전방",40950,2600,6.78,"KOSPI","섬유의복",6.8796e+10,NA,NA,50283,0.81,0,0
"1827","036480","대성미생물",18100,50,0.28,"KOSDAQ","제약",6.878e+10,750,24.13,9235,1.96,85,0.47
"1828","313760","윌링스",14100,-100,-0.7,"KOSDAQ","일반전기전자",68554200000,717,19.67,7453,1.89,80,0.57
"1829","012170","키위미디어그룹",1105,0,0,"KOSPI","서비스업",68534900070,NA,NA,NA,NA,0,0
"1830","159910","스킨앤스킨",263,0,0,"KOSDAQ","반도체",68488344954,NA,NA,282,0.93,0,0
"1831","111820","지와이커머스",2470,0,0,"KOSDAQ","인터넷",68476266950,NA,NA,18,137.22,0,0
"1832","025880","케이씨피드",4090,-120,-2.85,"KOSDAQ","음식료·담배",68367859220,NA,NA,3124,1.31,15,0.37
"1833","065570","삼영이엔씨",7110,280,4.1,"KOSDAQ","통신장비",68238950220,NA,NA,8544,0.83,0,0
"1834","239890","피엔에이치테크",15100,800,5.59,"KOSDAQ","화학",68191841600,NA,NA,NA,NA,0,0
"1835","076080","웰크론한텍",3410,30,0.89,"KOSDAQ","건설",68132147820,NA,NA,3257,1.05,0,0
"1836","080470","성창오토텍",9320,-120,-1.27,"KOSDAQ","운송장비·부품",6.8036e+10,NA,NA,5186,1.8,30,0.32
"1837","011560","세보엠이씨",6460,110,1.73,"KOSDAQ","건설",68023800000,NA,NA,14252,0.45,150,2.32
"1838","318000","한국바이오젠",8310,0,0,"KOSDAQ","화학",67949415750,NA,NA,3159,2.63,50,0.6
"1839","023810","인팩",6790,-50,-0.73,"KOSPI","운수장비",6.79e+10,NA,NA,9376,0.72,120,1.77
"1840","147830","제룡산업",6790,-30,-0.44,"KOSDAQ","금속",6.79e+10,255,26.63,5685,1.19,100,1.47
"1841","039670","스포츠서울",7360,0,0,"KOSDAQ","출판·매체복제",67793710720,NA,NA,NA,NA,0,0
"1842","037400","우리조명",2720,-45,-1.63,"KOSDAQ","일반전기전자",67791501120,53,51.32,2799,0.97,0,0
"1843","294630","서남",3285,105,3.3,"KOSDAQ","일반전기전자",67773360600,NA,NA,357,9.2,0,0
"1844","154030","아시아종묘",6380,490,8.32,"KOSDAQ","농업, 임업 및 어업",67755402220,NA,NA,1562,4.08,0,0
"1845","032750","삼진",11250,100,0.9,"KOSDAQ","일반전기전자",6.75e+10,2019,5.57,12767,0.88,200,1.78
"1846","036000","예림당",2930,-5,-0.17,"KOSDAQ","출판·매체복제",67490431610,NA,NA,9308,0.31,0,0
"1847","153490","우리이앤엘",1350,25,1.89,"KOSDAQ","반도체",6.7365e+10,99,13.64,1223,1.1,0,0
"1848","039240","경남스틸",2690,15,0.56,"KOSDAQ","금속",6.725e+10,186,14.46,3487,0.77,90,3.35
"1849","263860","지니언스",7120,-110,-1.52,"KOSDAQ","소프트웨어",67245552000,343,20.76,3585,1.99,0,0
"1850","008870","금비",66800,0,0,"KOSPI","비금속광물",6.68e+10,8088,8.26,103528,0.65,1700,2.54
"1851","041590","젬백스지오",861,2,0.23,"KOSDAQ","건설",66789306885,NA,NA,1169,0.74,0,0
"1852","019490","하이트론",9940,-30,-0.3,"KOSPI","전기전자",66744754160,NA,NA,3091,3.22,0,0
"1853","080520","오디텍",5670,-30,-0.53,"KOSDAQ","반도체",66603273030,192,29.53,10005,0.57,100,1.76
"1854","017510","세명전기",4365,95,2.22,"KOSDAQ","금속",66548790000,224,19.49,4681,0.93,80,1.83
"1855","049800","우진플라임",6650,10,0.15,"KOSPI","기계",6.65e+10,NA,NA,5263,1.26,0,0
"1856","220180","핸디소프트",3425,20,0.59,"KOSDAQ","소프트웨어",6.6445e+10,NA,NA,2868,1.19,0,0
"1857","123750","알톤스포츠",5200,-270,-4.94,"KOSDAQ","운송장비·부품",66280744400,NA,NA,1245,4.18,0,0
"1858","263810","상신전자",4650,-85,-1.8,"KOSDAQ","일반전기전자",66237938700,176,26.42,2424,1.92,0,0
"1859","046110","한일네트웍스",5530,-120,-2.12,"KOSDAQ","컴퓨터서비스",66106875310,589,9.39,5635,0.98,230,4.16
"1860","073010","케이에스피",1825,210,13,"KOSDAQ","기계·장비",66050869025,46,39.67,629,2.9,0,0
"1861","069460","대호에이엘",2430,40,1.67,"KOSPI","철강금속",65937658770,NA,NA,972,2.5,0,0
"1862","115310","인포바인",20600,-100,-0.48,"KOSDAQ","통신서비스",65773389800,4134,4.98,26580,0.78,900,4.37
"1863","128540","에코캡",4515,75,1.69,"KOSDAQ","운송장비·부품",65732982000,76,59.41,4556,0.99,0,0
"1864","090410","덕신하우징",1415,50,3.66,"KOSDAQ","금속",65208994425,39,36.28,1814,0.78,0,0
"1865","203450","유니온커뮤니티",4435,10,0.23,"KOSDAQ","일반전기전자",65101396045,299,14.83,2360,1.88,70,1.58
"1866","025870","신라에스지",16200,250,1.57,"KOSDAQ","유통",6.48e+10,181,89.5,3963,4.09,0,0
"1867","051780","큐로홀딩스",537,6,1.13,"KOSDAQ","방송서비스",64762626915,NA,NA,276,1.95,0,0
"1868","128660","피제이메탈",2585,15,0.58,"KOSDAQ","금속",64116708865,85,30.41,1634,1.58,100,3.87
"1869","027040","서울전자통신",921,-31,-3.26,"KOSDAQ","유통",64091328087,59,15.61,1343,0.69,0,0
"1870","008370","원풍",5340,40,0.75,"KOSDAQ","화학",6.408e+10,173,30.87,6125,0.87,150,2.81
"1871","036170","클라우드에어",1365,45,3.41,"KOSDAQ","반도체",63936120885,NA,NA,2258,0.6,0,0
"1872","023150","MH에탄올",8640,160,1.89,"KOSPI","음식료품",63750464640,NA,NA,7785,1.11,350,4.05
"1873","222810","마이더스AI",531,15,2.91,"KOSDAQ","소프트웨어",63747755901,NA,NA,91,5.84,0,0
"1874","010470","오리콤",5380,20,0.37,"KOSDAQ","기타서비스",63726369000,532,10.11,7081,0.76,220,4.09
"1875","037440","희림",4575,-110,-2.35,"KOSDAQ","기타서비스",63695323125,288,15.89,3827,1.2,150,3.28
"1876","032680","소프트센",1780,-20,-1.11,"KOSDAQ","유통",63680925780,NA,NA,975,1.83,0,0
"1877","060540","에스에이티",2435,0,0,"KOSDAQ","통신장비",63634600110,355,6.86,3231,0.75,50,2.05
"1878","088790","진도",5100,-120,-2.3,"KOSPI","유통업",63483494400,NA,NA,8030,0.64,100,1.96
"1879","054040","한국컴퓨터",3925,45,1.16,"KOSDAQ","IT부품",63079813250,496,7.91,5849,0.67,130,3.31
"1880","069110","코스온",2630,0,0,"KOSDAQ","화학",62963935800,NA,NA,4765,0.55,0,0
"1881","204020","그리티",3110,-55,-1.74,"KOSDAQ","섬유·의류",62658507300,89,34.94,3678,0.85,30,0.96
"1882","038950","파인디지털",6130,-160,-2.54,"KOSDAQ","통신장비",62591989450,NA,NA,8435,0.73,50,0.82
"1883","016100","리더스코스메틱",3405,-5,-0.15,"KOSDAQ","화학",62566292745,NA,NA,1590,2.14,0,0
"1884","263920","블러썸엠앤씨",4555,0,0,"KOSDAQ","기타제조",62509048460,NA,NA,6606,0.69,0,0
"1885","208710","바이오로그디바이스",2125,415,24.27,"KOSDAQ","IT부품",62387539250,219,9.7,1944,1.09,0,0
"1886","123700","SJM",3990,-10,-0.25,"KOSPI","운수장비",62263543020,438,9.11,10621,0.38,125,3.13
"1887","309930","오하임아이엔티",3150,-40,-1.25,"KOSDAQ","금융",62205226650,NA,NA,NA,NA,0,0
"1888","215480","토박스코리아",1350,-5,-0.37,"KOSDAQ","유통",62203805550,4,337.5,555,2.43,0,0
"1889","246720","아스타",5400,300,5.88,"KOSDAQ","제약",62059624200,NA,NA,1291,4.18,0,0
"1890","007610","선도전기",3430,20,0.59,"KOSPI","전기전자",6.174e+10,NA,NA,4797,0.72,25,0.73
"1891","221980","케이디켐",15300,600,4.08,"KOSDAQ","화학",61732440000,1917,7.98,19151,0.8,500,3.27
"1892","008110","대동전자",5880,50,0.86,"KOSPI","전기전자",61683828360,512,11.48,13257,0.44,500,8.5
"1893","189690","포시에스",7460,210,2.9,"KOSDAQ","소프트웨어",61624158060,671,11.12,6906,1.08,100,1.34
"1894","092300","현우산업",3970,-135,-3.29,"KOSDAQ","IT부품",61435265660,156,25.45,4933,0.8,100,2.52
"1895","001000","신라섬유",2530,15,0.6,"KOSDAQ","유통",61422176200,9,281.11,595,4.25,0,0
"1896","110020","전진바이오팜",10150,650,6.84,"KOSDAQ","화학",61326634950,NA,NA,557,18.22,0,0
"1897","037760","쎄니트",1810,35,1.97,"KOSDAQ","금속",61237587010,62,29.19,2143,0.84,30,1.66
"1898","066360","체리부로",2195,0,0,"KOSDAQ","음식료·담배",61179860930,NA,NA,3225,0.68,0,0
"1899","011700","한신기계",1880,10,0.53,"KOSPI","기계",60998763880,51,36.86,2496,0.75,15,0.8
"1900","011080","형지I&C",1565,-80,-4.86,"KOSDAQ","섬유·의류",60965620420,NA,NA,581,2.69,0,0
"1901","002220","한일철강",2305,50,2.22,"KOSPI","철강금속",60845868700,NA,NA,6586,0.35,0,0
"1902","065370","위세아이텍",13650,-100,-0.73,"KOSDAQ","출판·매체복제",60791790150,532,25.66,2211,6.17,50,0.37
"1903","090080","평화산업",1105,0,0,"KOSPI","운수장비",60666996195,NA,NA,610,1.81,0,0
"1904","045510","정원엔시스",1880,20,1.08,"KOSDAQ","컴퓨터서비스",60553468960,25,75.2,1200,1.57,0,0
"1905","106520","디지탈옵틱",477,7,1.49,"KOSDAQ","의료·정밀기기",60539761980,NA,NA,637,0.75,0,0
"1906","006570","대림통상",3970,-15,-0.38,"KOSPI","기계",60443250000,NA,NA,6005,0.66,140,3.53
"1907","000760","이화산업",21550,0,0,"KOSPI","유통업",6.034e+10,NA,NA,36329,0.59,0,0
"1908","036620","버추얼텍",873,-8,-0.91,"KOSDAQ","유통",60334220772,NA,NA,287,3.04,0,0
"1909","048770","TPC",4290,-5,-0.12,"KOSDAQ","기계·장비",60313886490,NA,NA,2030,2.11,15,0.35
"1910","002290","삼일기업공사",4860,50,1.04,"KOSDAQ","건설",6.0264e+10,265,18.34,4744,1.02,100,2.06
"1911","178780","유테크",1730,0,0,"KOSDAQ","IT부품",60240302320,NA,NA,899,1.92,0,0
"1912","238120","얼라인드",8350,0,0,"KOSDAQ","의료·정밀기기",60031890800,16,521.88,2918,2.86,0,0
"1913","025560","미래산업",3210,-35,-1.08,"KOSPI","의료정밀",59908002090,NA,NA,3850,0.83,0,0
"1914","131760","파인텍",1395,-5,-0.36,"KOSDAQ","IT부품",59880486600,3,465,1459,0.96,0,0
"1915","050860","아세아텍",3420,-30,-0.87,"KOSDAQ","기계·장비",5.985e+10,60,57,5637,0.61,50,1.46
"1916","091340","S&K폴리텍",5110,10,0.2,"KOSDAQ","IT부품",59806014310,1368,3.74,7586,0.67,0,0
"1917","021040","대호피앤씨",817,-1,-0.12,"KOSDAQ","금속",59733178842,10,81.7,933,0.88,0,0
"1918","226400","오스테오닉",3910,-30,-0.76,"KOSDAQ","의료·정밀기기",59547919770,40,97.75,2295,1.7,0,0
"1919","010400","우진아이엔에스",7800,0,0,"KOSPI","건설업",59451600000,279,27.96,14032,0.56,250,3.21
"1920","025620","제이준코스메틱",1610,5,0.31,"KOSPI","화학",59424182300,NA,NA,1906,0.84,0,0
"1921","257370","명성티엔에스",9210,0,0,"KOSDAQ","IT부품",59319850890,79,116.58,6005,1.53,0,0
"1922","101170","우림기계",4380,-15,-0.34,"KOSDAQ","기계·장비",5.913e+10,NA,NA,6428,0.68,0,0
"1923","000440","중앙에너비스",9490,200,2.15,"KOSDAQ","유통",59095463700,132,71.89,7246,1.31,160,1.69
"1924","059210","메타바이오메드",2475,0,0,"KOSDAQ","제약",59059318725,143,17.31,2232,1.11,10,0.4
